City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Inderborskiy,RU,50.6309,38.6903,44.71,77,14,7.2,few clouds
471,Muroto,JP,35.1333,140.3,59.4,57,0,7.99,clear sky
472,Quelimane,MZ,-16.1564,33.5867,77.09,83,40,3.44,scattered clouds
473,Terrasini,IT,39.5406,8.6294,54.72,96,10,4.45,clear sky
474,Borogontsy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
475,Tutoia,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
476,Innisfail,AU,-33.65,115.3333,67.68,72,92,9.24,overcast clouds
477,Pasni,PK,29.5542,66.0215,74.82,17,0,5.19,clear sky
478,Tashtyp,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
479,Jasper,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
480,Manokwari,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
481,Japura,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
482,Tucuman,AR,-54.8,-68.3,38.86,70,20,11.5,few clouds
483,Saldanha,ZA,-34.5322,20.0403,55.27,78,11,4.99,few clouds
484,Lakselv,NO,70.3705,31.1107,31.59,69,45,15.59,scattered clouds
485,Maniitsoq,GL,77.484,-69.3632,-6.45,69,7,7.43,clear sky
486,Yichang,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
487,Sao Felix Do Xingu,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
488,Ulladulla,AU,-33.65,115.3333,67.68,72,92,9.24,overcast clouds
489,Kalaleh,IR,32.941,50.121,38.19,61,17,7.63,few clouds
490,Boueni,YT,-12.9025,45.0761,80.58,71,70,4.54,broken clouds
491,Barbacoas,CO,1.1983,-70.1733,73.42,97,42,2.26,light rain
492,Paamiut,GL,77.484,-69.3632,-6.45,69,7,7.43,clear sky
493,Yeniseysk,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
494,Yuzhno-Yeniseyskiy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
495,Solovetskiy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
496,Nuuk,GL,77.484,-69.3632,-6.45,69,7,7.43,clear sky
497,Umm Kaddadah,SS,7.2737,28.6822,78.58,58,100,3.11,overcast clouds
498,Mlonggo,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
499,Rio Gallegos,AR,-54.8,-68.3,38.86,70,20,11.5,few clouds
500,Belyy Yar,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
501,Jasper,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
502,Louisbourg,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
503,Hami,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
504,Gorele,TR,40.8389,31.1639,54.0,91,51,6.2,broken clouds
505,Blonie,PL,52.1985,20.6171,51.15,92,100,17.69,light rain
506,Sisimiut,GL,77.484,-69.3632,-6.45,69,7,7.43,clear sky
507,San Cristobal,EC,-0.7393,-90.3518,79.52,82,25,6.82,scattered clouds
508,Naraini,IN,28.0667,95.3333,66.67,83,99,5.57,overcast clouds
509,Bentiu,SS,7.2737,28.6822,78.58,58,100,3.11,overcast clouds
510,Honningsvag,NO,70.3705,31.1107,31.59,69,45,15.59,scattered clouds
511,Rincon,US,32.296,-81.2354,73.36,33,0,18.41,clear sky
512,Tura,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
513,Palmer,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
514,Aswan,EG,28.419,30.7792,84.07,11,5,8.61,clear sky
515,Vila Velha,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
516,Nadym,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
517,Puerto Del Rosario,ES,39.8885,4.2658,57.76,72,0,10.36,clear sky
518,Yulara,AU,-33.65,115.3333,67.68,72,92,9.24,overcast clouds
519,Concepcion Del Oro,MX,17.5167,-91.9667,82.56,78,75,17.27,broken clouds
520,Safranbolu,TR,40.8389,31.1639,54.0,91,51,6.2,broken clouds
521,Merke,RU,50.6309,38.6903,44.71,77,14,7.2,few clouds
522,Karaul,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
523,Rantepao,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
524,Atambua,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
525,Le Mars,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
526,Pandan,PH,14.0453,124.1694,78.15,87,100,5.86,overcast clouds
527,Pilar,PH,14.0453,124.1694,78.15,87,100,5.86,overcast clouds
528,Wahiawa,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
529,Biak,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
530,Faanui,PF,-23.1203,-134.9692,79.27,75,3,16.62,clear sky
531,Bababe,MR,18.0858,-15.9785,82.33,36,3,14.67,clear sky
532,Lucknow,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
533,Alappuzha,IN,28.0667,95.3333,66.67,83,99,5.57,overcast clouds
534,Aripuana,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
535,Kaeo,NZ,-46.6,168.3333,56.3,62,76,28.79,broken clouds
536,Taoudenni,ML,16.4145,-3.6708,89.02,12,3,17.16,clear sky
537,Laredo,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
538,Alto Longa,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
539,Kargasok,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
540,Henties Bay,NA,-22.9575,14.5053,58.08,82,0,8.05,clear sky
541,Esperance,AU,-33.65,115.3333,67.68,72,92,9.24,overcast clouds
542,Rossland,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
543,Skibbereen,PH,10.9995,122.6711,75.04,92,100,7.18,heavy intensity rain
544,Chernyshevskiy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
545,Souillac,MU,-20.3428,57.7575,79.05,78,40,8.05,light rain
546,Netivot,IL,31.4222,34.5886,82.6,19,100,13.6,overcast clouds
547,Egvekinot,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
548,Anloga,GH,9.4427,-0.0099,82.72,53,99,9.6,overcast clouds
549,Merauke,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
550,San Jeronimo,MX,17.5167,-91.9667,82.56,78,75,17.27,broken clouds
551,Aksu,RU,50.6309,38.6903,44.71,77,14,7.2,few clouds
552,Vaasa,FI,64.6833,24.4833,26.69,92,81,11.77,broken clouds
553,Motygino,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
554,Strezhevoy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
555,Fecamp,FR,48.3333,1.0,45.64,78,99,9.95,overcast clouds
556,Cockburn Town,BS,26.6208,-78.2833,80.62,82,94,17.34,overcast clouds
557,Yablonovo,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
558,Mitsamiouli,KM,-11.3847,43.2844,80.83,73,26,4.14,scattered clouds
559,Utiroa,KI,3.0707,172.7902,80.98,80,100,14.2,light rain
560,Ostrovnoy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
561,Ratzeburg,DE,52.2279,11.0099,44.55,90,100,28.63,overcast clouds
562,Gazanjyk,TM,39.2446,55.5154,61.59,56,100,15.64,overcast clouds
563,San Luis,MX,17.5167,-91.9667,82.56,78,75,17.27,broken clouds
564,Launceston,AU,-33.65,115.3333,67.68,72,92,9.24,overcast clouds
565,Basco,PH,14.0453,124.1694,78.15,87,100,5.86,overcast clouds
566,Ksenyevka,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
567,Guilin,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
568,Fairmont,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
569,College,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
570,Bratsk,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
571,Sulangan,PH,14.0453,124.1694,78.15,87,100,5.86,overcast clouds
572,Palafrugell,ES,39.8885,4.2658,57.76,72,0,10.36,clear sky
573,Conceicao Do Araguaia,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
574,Voh,NC,-20.2333,164.0167,81.73,79,100,16.82,overcast clouds
575,Anadyr,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
576,Prince Rupert,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
577,Entebbe,UG,0.3772,32.9197,65.7,95,100,1.86,light rain
578,Jieshi,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
579,Villaviciosa,ES,39.8885,4.2658,57.76,72,0,10.36,clear sky
580,Leh,IN,28.0667,95.3333,66.67,83,99,5.57,overcast clouds
581,Saryshagan,RU,50.6309,38.6903,44.71,77,14,7.2,few clouds
582,Westport,PH,10.9995,122.6711,75.04,92,100,7.18,heavy intensity rain
583,Sorland,NO,70.3705,31.1107,31.59,69,45,15.59,scattered clouds
584,Vila,VU,-16.0999,167.4164,84.18,75,98,9.13,overcast clouds
585,Zhigansk,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
586,Ukiah,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
587,Bandarbeyla,SO,4.1213,43.8894,75.99,70,100,15.86,overcast clouds
588,Siocon,PH,14.0453,124.1694,78.15,87,100,5.86,overcast clouds
589,Tabuk,SA,25.0213,37.2685,85.03,28,83,10.49,broken clouds
590,Marsa Matruh,EG,28.419,30.7792,84.07,11,5,8.61,clear sky
591,Torres,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
592,Yetkul,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
593,Wajir,BR,-23.6678,-46.4614,69.37,91,87,4.61,overcast clouds
594,Abaza,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
595,Ardon,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
596,Miahuatlan,MX,17.5167,-91.9667,82.56,78,75,17.27,broken clouds
597,Lethem,GY,3.3803,-59.7968,82.02,66,61,11.05,broken clouds
598,Muravlenko,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
599,The Valley,AI,18.217,-63.0578,79.11,78,20,13.8,few clouds
600,Shar,RU,50.6309,38.6903,44.71,77,14,7.2,few clouds
601,Sandwick,GB,52.6083,1.7305,38.44,88,41,15.84,scattered clouds
602,Ulcinj,ME,41.9294,19.2244,48.42,83,31,4.32,scattered clouds
603,Sao Jose Da Coroa Grande,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
604,Labytnangi,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
605,Saint-Paul,RE,-21.3585,55.7679,74.79,86,56,13.42,light rain
606,Marquette,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
607,Hutchinson,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
608,Tucumcari,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
609,Sur,OM,22.5667,59.5289,84.61,42,2,10.45,clear sky
610,Bullhead City,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
611,Charters Towers,AU,-33.65,115.3333,67.68,72,92,9.24,overcast clouds
612,Varzelandia,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
613,Tilichiki,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
614,Broken Hill,AU,-33.65,115.3333,67.68,72,92,9.24,overcast clouds
615,Yangjiang,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
616,Baruun-Urt,MN,46.6806,113.2792,49.15,44,100,15.88,overcast clouds
617,Siyabuswa,ZA,-34.5322,20.0403,55.27,78,11,4.99,few clouds
618,Fremont,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
619,Carberry,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
620,Shakawe,BW,-23.6752,22.7876,66.18,36,99,8.79,overcast clouds
621,Belozerskoye,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
622,Beringovskiy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
623,Tambovka,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
624,Tamiahua,MX,17.5167,-91.9667,82.56,78,75,17.27,broken clouds
625,Ugoofaaru,MV,-0.6,73.0833,82.13,63,45,4.68,scattered clouds
626,Guozhen,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
627,Macau,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
628,Kaltasy,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
629,Gilgit,PK,29.5542,66.0215,74.82,17,0,5.19,clear sky
630,Kuandian,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
631,Bur Gabo,SO,4.1213,43.8894,75.99,70,100,15.86,overcast clouds
632,Auki,PT,40.1629,-8.3327,57.81,80,100,3.09,overcast clouds
633,Nemuro,JP,35.1333,140.3,59.4,57,0,7.99,clear sky
634,Dudinka,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
635,Koyilandi,IN,28.0667,95.3333,66.67,83,99,5.57,overcast clouds
636,Iberia,PE,-13.7,-76.2167,68.05,77,0,21.85,clear sky
637,Vila Franca Do Campo,PT,39.05,-27.9833,59.34,82,100,13.62,overcast clouds
638,Korhogo,CI,9.45,-5.6333,72.95,78,100,9.08,overcast clouds
639,Bataipora,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
640,Kibala,AO,-8.5785,13.6643,73.96,98,100,1.68,light rain
641,Burdur,TR,40.8389,31.1639,54.0,91,51,6.2,broken clouds
642,Kawalu,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
643,Gravdal,NO,70.3705,31.1107,31.59,69,45,15.59,scattered clouds
644,Bardiyah,LY,29.0331,21.5482,63.99,50,19,17.67,few clouds
645,Aldan,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
646,Peace River,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
647,Pemberton,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
648,Springbok,ZA,-34.5322,20.0403,55.27,78,11,4.99,few clouds
649,Atarra,IN,28.0667,95.3333,66.67,83,99,5.57,overcast clouds
650,Pio Ix,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
651,Dubti,ET,11.7361,41.0853,79.45,51,60,9.78,broken clouds
652,Korla,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
653,Noumea,NC,-20.2333,164.0167,81.73,79,100,16.82,overcast clouds
654,Nova Olimpia,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
655,Banda Aceh,ID,5.8933,95.3214,81.86,73,94,14.85,overcast clouds
656,Saint-Ambroise,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
657,Moose Factory,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
658,Masty,BY,53.4122,24.5387,51.84,75,95,21.41,overcast clouds
659,Mattawa,CA,70.4692,-68.5914,-0.17,85,75,13.8,broken clouds
660,Viedma,AR,-54.8,-68.3,38.86,70,20,11.5,few clouds
661,Letlhakane,BW,-23.6752,22.7876,66.18,36,99,8.79,overcast clouds
662,Mahajanga,MG,-15.7167,46.3167,77.02,94,40,2.3,scattered clouds
663,Berlevag,NO,70.3705,31.1107,31.59,69,45,15.59,scattered clouds
664,Benbrook,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
665,Homer,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
666,Abu Samrah,SY,35.3029,37.1841,60.03,51,100,3.13,overcast clouds
667,Anchorage,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
668,Shimoda,JP,35.1333,140.3,59.4,57,0,7.99,clear sky
669,Seminole,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
670,Ilorin,NG,9.2833,12.4667,89.08,24,45,2.1,scattered clouds
671,Fengrun,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
672,Mehamn,NO,70.3705,31.1107,31.59,69,45,15.59,scattered clouds
673,Ponta Do Sol,PT,39.05,-27.9833,59.34,82,100,13.62,overcast clouds
674,Obo,CF,5.3998,26.4869,66.78,88,100,3.4,overcast clouds
675,San Juan Del Sur,NI,13.9268,-84.4032,81.59,65,87,7.11,overcast clouds
676,Satipo,PE,-13.7,-76.2167,68.05,77,0,21.85,clear sky
677,Alekseyevka,UZ,40.4272,71.7189,65.12,39,87,9.22,overcast clouds
678,Cruzilia,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
679,Manadhoo,MV,-0.6,73.0833,82.13,63,45,4.68,scattered clouds
680,Champerico,GT,14.3,-91.9167,91.94,64,74,11.27,broken clouds
681,Ribas Do Rio Pardo,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
682,Saint-Francois,FR,46.4154,3.9054,53.42,87,100,10.36,overcast clouds
683,Porto Novo,CV,14.8961,-24.4956,72.14,76,30,9.31,scattered clouds
684,Itacare,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
685,Grants,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
686,Acajutla,SV,13.5928,-89.8275,84.69,70,67,9.1,broken clouds
687,Marawi,SS,7.2737,28.6822,78.58,58,100,3.11,overcast clouds
688,Eckernforde,DE,52.2279,11.0099,44.55,90,100,28.63,overcast clouds
689,Tromso,NO,70.3705,31.1107,31.59,69,45,15.59,scattered clouds
690,Ejutla De Crespo,MX,17.5167,-91.9667,82.56,78,75,17.27,broken clouds
691,Mapiripan,CO,1.1983,-70.1733,73.42,97,42,2.26,light rain
692,Carutapera,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
693,General Roca,AR,-54.8,-68.3,38.86,70,20,11.5,few clouds
694,Bria,CF,5.3998,26.4869,66.78,88,100,3.4,overcast clouds
695,Hoi An,VN,13.0833,109.3,72.46,85,98,8.68,overcast clouds
696,Kathu,TH,12.5728,102.5371,73.02,66,98,5.5,overcast clouds
697,Tornio,FI,64.6833,24.4833,26.69,92,81,11.77,broken clouds
698,Wanning,NG,7.3833,8.5667,78.78,82,90,16.87,light rain
699,New Baltimore,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
700,Jatai,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
701,Surt,LY,29.0331,21.5482,63.99,50,19,17.67,few clouds
702,Alta Floresta,BR,-15.8631,-38.8828,76.66,80,0,6.33,clear sky
703,Anaconda,US,41.3712,-73.414,50.49,91,100,10.36,overcast clouds
704,Omaruru,NA,-22.9575,14.5053,58.08,82,0,8.05,clear sky
705,Oxelosund,SE,64.7507,20.9528,25.16,69,100,5.75,overcast clouds
